id,source_idx,destination_idx,news_idx,is_fake_news,is_political_news
217,153,156,218,True,True
218,329,284,185,True,False
219,69,430,772,True,False
220,140,471,217,False,True
221,410,283,599,False,True
222,389,264,145,False,True
223,300,131,291,True,False
224,199,357,440,True,True
225,74,187,857,True,True
226,89,232,140,False,False
227,459,136,212,True,True
228,102,299,255,False,False
229,63,196,822,False,True
230,327,374,915,True,True
231,278,83,228,False,False
232,8,164,939,False,False
233,361,287,991,True,False
234,127,485,789,False,True
235,126,58,764,True,True
236,343,269,96,False,False
237,298,334,889,False,True
238,490,5,396,False,False
239,346,169,881,False,True
240,161,181,890,False,False
241,23,285,210,False,False
242,57,45,941,False,True
243,479,426,785,True,True
244,452,38,516,True,True
245,227,45,800,True,True
246,329,312,249,True,True
247,327,50,700,True,False
248,492,109,306,False,False
249,20,336,679,True,False
250,66,432,816,True,False
251,111,250,273,False,False
252,6,499,899,False,False
253,267,423,261,True,False
254,232,359,859,True,False
255,202,406,686,False,True
256,283,358,79,False,False
257,146,23,860,True,False
258,130,162,399,False,False
259,348,389,907,False,True
260,90,349,160,True,False
261,43,404,855,True,False
262,433,4,352,True,False
263,338,217,882,True,False
264,177,448,98,False,False
265,296,457,553,False,False
266,310,96,179,False,False
267,304,452,762,False,True
268,190,16,287,False,False
269,193,139,361,True,True
270,149,367,990,False,False
271,337,82,26,False,True
272,221,117,737,True,True
273,459,85,321,True,True
274,454,334,764,True,True
275,153,354,112,False,True
276,75,354,258,True,False
277,21,445,683,True,False
278,22,453,188,True,False
279,50,259,488,False,False
280,146,497,883,True,False
281,296,276,489,True,False
282,169,188,215,False,True
283,127,80,116,True,False
284,79,15,429,True,True
285,334,27,427,False,False
286,227,434,267,False,False
287,299,127,603,True,False
288,361,446,639,True,False
289,265,354,632,True,True
290,318,251,268,True,True
291,19,90,194,True,True
292,437,384,317,False,False
293,316,114,657,True,False
294,44,6,123,False,True
295,301,297,421,True,True
296,236,291,676,True,False
297,309,164,632,True,True
298,181,228,746,False,False
299,86,180,887,False,True
300,224,342,242,False,False
301,115,185,989,False,False
302,202,388,377,True,True
303,195,82,952,False,False
304,5,372,323,False,False
305,489,30,201,True,False
306,221,362,926,True,False
307,464,234,950,False,False
308,490,307,605,False,False
309,465,183,711,True,False
310,441,172,323,False,False
311,138,95,277,True,True
312,210,480,613,False,True
313,361,244,947,False,False
314,64,2,92,True,False
315,337,436,496,True,True
316,324,490,754,True,True
317,481,28,963,False,True
318,274,279,509,False,False
319,186,137,557,False,True
320,38,319,386,False,False
321,256,380,269,True,True
322,54,109,465,False,True
323,452,111,833,False,True
324,487,206,690,False,True
325,416,367,682,True,True
326,6,331,326,False,False
327,304,227,979,False,False
328,63,446,169,False,False
329,78,468,86,False,False
330,113,499,189,True,True
331,491,71,621,False,True
332,419,294,722,False,False
333,479,108,222,True,True
334,205,324,684,False,True
335,432,488,853,True,True
336,11,196,515,True,False
337,88,95,451,True,True
338,298,168,204,False,False
339,145,136,202,True,True
340,300,390,373,False,False
341,109,452,397,False,True
342,175,172,560,False,False
343,279,343,561,False,False
344,482,25,140,False,False
345,227,223,3,True,True
346,148,281,692,False,False
347,6,15,179,False,False
348,163,143,430,False,True
349,378,223,262,False,True
350,311,224,609,True,False
351,194,260,987,False,True
352,461,17,233,False,False
353,1,454,121,True,False
354,358,290,10,True,False
355,160,98,178,True,True
356,23,9,581,False,True
357,317,242,662,True,False
358,369,29,224,True,False
359,30,223,96,False,False
360,290,413,466,False,False
361,224,283,567,True,False
362,158,120,778,False,False
363,106,408,427,False,False
364,210,276,890,False,False
365,354,24,524,False,True
366,425,137,788,True,False
367,90,185,971,True,False
368,29,384,406,True,False
369,205,76,592,False,False
370,206,40,94,True,False
371,236,496,822,False,True
372,270,109,570,True,False
373,310,191,981,False,True
374,233,84,379,True,True
375,103,25,915,True,True
376,493,440,932,False,False
377,291,60,323,False,False
378,189,299,643,True,False
379,275,317,19,False,False
380,305,226,548,True,True
381,161,415,416,False,False
382,163,112,530,True,False
383,208,64,397,False,True
384,382,86,522,True,True
385,330,344,902,False,False
386,347,215,502,True,True
387,181,418,424,False,True
388,285,298,733,True,True
389,483,47,225,False,False
390,55,304,828,False,True
391,24,313,853,True,True
392,233,138,721,True,False
393,421,381,909,False,True
394,155,36,473,True,True
395,248,103,161,False,False
396,423,23,731,True,True
397,63,35,762,False,True
398,223,338,705,False,False
399,252,368,694,True,True
400,98,331,562,True,False
401,380,389,794,True,False
402,449,166,52,False,True
403,264,427,387,True,False
404,170,293,423,False,True
405,161,152,807,False,False
406,283,89,568,False,True
407,21,95,600,True,False
408,251,60,693,False,False
409,395,143,623,False,True
410,128,40,90,True,False
411,235,201,169,False,False
412,73,269,736,True,False
413,476,88,327,True,True
414,372,466,261,True,False
415,319,136,174,False,True
416,394,255,763,True,True
417,366,437,431,True,False
418,80,345,648,True,False
419,284,485,876,True,True
420,94,463,971,True,False
421,72,13,484,False,True
422,247,471,971,True,False
423,333,342,483,False,True
424,335,411,143,False,False
425,364,490,82,True,True
426,315,322,118,True,True
427,82,402,86,False,False
428,16,51,434,True,True
429,135,369,209,True,False
430,249,92,257,False,True
431,263,456,246,True,False
432,279,413,356,True,True
433,415,276,769,True,False
434,40,386,188,True,False
435,479,123,894,False,False
436,190,58,895,True,False
437,128,284,140,False,False
438,395,208,708,False,True
439,107,487,99,False,False
440,265,238,514,True,True
441,429,374,907,False,True
442,366,203,554,False,False
443,17,28,93,True,False
444,21,169,478,True,False
445,429,281,354,True,False
446,488,456,820,True,True
447,220,111,355,True,False
448,376,47,130,True,False
449,188,330,263,True,True
450,204,229,95,False,False
451,431,140,171,False,True
452,210,371,624,False,True
453,51,333,271,True,False
454,24,477,338,False,True
455,32,230,518,True,True
456,391,197,473,True,True
457,444,292,771,True,True
458,436,295,360,True,False
459,468,94,528,True,True
460,483,479,955,False,True
461,234,188,234,False,False
462,412,437,177,True,True
463,41,91,884,False,True
464,3,147,382,False,False
465,169,222,791,False,False
466,301,290,526,True,True
467,149,473,708,False,True
468,438,431,558,True,True
469,247,101,728,True,False
470,291,433,383,True,True
471,57,66,846,True,True
472,355,2,740,True,True
473,216,364,585,False,False
474,295,138,344,False,False
475,248,148,877,False,True
476,469,34,203,True,False
477,298,35,859,True,False
478,100,287,795,True,True
479,450,235,300,True,True
480,269,245,747,False,True
481,462,204,658,False,False
482,444,338,913,True,False
483,241,197,104,True,True
484,334,495,538,True,False
485,260,422,782,False,False
486,195,338,918,True,True
487,279,164,277,True,True
488,218,441,236,False,True
489,135,272,239,True,True
490,167,337,105,True,True
491,159,289,269,True,True
492,116,22,163,True,True
493,108,222,65,True,False
494,68,104,741,True,False
495,399,271,837,True,True
496,335,398,865,True,False
497,314,429,198,True,True
498,64,335,594,False,False
499,489,368,658,False,False
500,486,82,43,True,False
501,397,280,627,True,False
502,31,129,113,False,False
503,344,157,840,True,False
504,150,330,497,True,False
505,495,358,40,False,False
506,211,39,460,False,True
507,423,471,474,True,False
508,6,177,746,False,False
509,459,340,780,True,True
510,68,131,363,True,False
511,36,197,805,True,True
512,57,416,18,False,True
513,389,350,922,False,True
514,348,28,887,False,True
515,0,274,299,False,False
516,344,196,344,False,False
517,436,350,612,False,False
518,287,271,242,False,False
519,313,377,725,True,True
520,163,302,591,True,True
521,239,336,389,True,False
522,403,283,718,False,False
523,231,169,165,False,True
524,353,447,55,True,True
525,209,218,247,True,False
526,106,222,310,True,True
527,78,192,714,True,True
528,37,409,840,True,False
529,136,307,70,True,False
530,218,237,429,True,True
531,414,192,720,True,True
532,472,182,564,True,True
533,351,203,851,True,True
534,281,361,495,False,True
535,483,446,403,False,False
536,260,289,350,False,False
537,121,41,394,False,False
538,28,493,716,False,True
539,471,309,189,True,True
540,495,176,997,True,False
541,3,21,828,False,True
542,224,467,995,False,False
543,304,191,283,True,True
544,311,125,531,True,True
545,79,434,6,False,False
546,325,282,53,True,False
547,113,9,622,False,True
548,445,248,431,True,False
549,396,345,467,False,True
550,478,44,661,False,False
551,336,381,874,False,True
552,334,303,551,True,True
553,69,128,549,False,True
554,104,82,691,False,False
555,265,403,703,False,True
556,449,336,927,False,True
557,16,233,190,False,False
558,499,261,5,True,False
559,299,83,98,False,False
560,40,320,718,False,False
561,327,312,505,False,True
562,150,486,917,True,True
563,185,113,882,True,False
564,345,343,997,True,False
565,268,164,103,True,True
566,305,173,237,True,True
567,200,445,805,True,True
568,416,30,373,False,False
569,396,257,547,False,True
570,301,49,32,True,True
571,173,480,371,False,True
572,35,104,670,False,True
573,248,353,598,False,False
574,449,162,276,True,True
575,4,305,66,True,True
576,113,336,146,False,True
577,366,250,47,True,True
578,225,375,949,False,False
579,239,242,966,False,False
580,53,212,706,True,True
581,152,429,136,False,True
582,457,373,746,False,False
583,57,54,279,False,True
584,108,319,981,False,True
585,221,282,542,True,False
586,84,354,371,False,True
587,41,370,16,False,True
588,399,358,539,True,False
589,68,241,727,True,False
590,434,124,665,False,True
591,336,492,478,True,False
592,414,296,719,False,True
593,436,255,23,True,True
594,36,96,142,False,True
595,4,312,401,True,False
596,268,245,441,False,False
597,359,332,744,True,False
598,193,446,715,False,True
599,51,232,355,True,False
600,217,286,888,True,False
601,83,280,169,False,False
602,81,242,113,False,False
603,198,445,135,False,True
604,463,316,507,True,False
605,279,427,68,True,True
606,326,85,98,False,False
607,263,303,426,False,True
608,51,247,219,True,True
609,122,448,367,False,False
610,417,78,102,True,False
611,90,452,50,False,False
612,150,396,62,False,False
613,436,40,970,False,True
614,306,252,771,True,True
615,215,144,411,True,False
616,274,484,679,True,False
617,370,26,875,False,True
618,128,479,853,True,True
619,411,240,171,False,True
620,326,202,982,True,False
621,473,484,787,True,False
622,452,487,261,True,False
623,138,436,846,True,True
624,419,418,578,True,True
625,264,70,191,False,True
626,172,349,72,False,False
627,427,306,352,True,False
628,49,245,485,True,True
629,421,105,490,True,False
630,360,314,984,True,False
631,84,207,122,True,True
632,436,387,841,True,False
633,404,439,650,True,False
634,31,84,660,True,False
635,42,17,193,False,True
636,165,365,846,True,True
637,145,22,573,False,False
638,182,264,839,True,False
639,52,384,932,False,False
640,89,491,195,False,False
641,30,422,114,True,True
642,60,17,703,False,True
643,280,351,483,False,True
644,400,27,761,False,False
645,120,474,212,True,True
646,467,474,527,True,False
647,303,484,472,True,False
648,20,37,655,True,True
649,361,125,697,False,False
650,428,444,372,False,True
651,406,226,13,False,False
652,158,349,968,True,True
653,88,381,134,True,False
654,337,170,961,False,True
655,26,146,965,True,True
656,128,224,150,False,False
657,209,137,756,False,True
658,213,117,713,True,False
659,176,228,104,True,True
660,155,45,582,False,True
661,214,229,258,True,False
662,161,153,362,True,True
663,297,285,379,True,True
664,170,416,146,False,True
665,303,77,8,False,False
666,478,40,115,True,True
667,373,332,701,False,False
668,467,209,847,True,False
669,365,485,157,True,False
670,91,188,715,False,True
671,7,50,509,False,False
672,178,7,19,False,False
673,493,211,796,True,False
674,220,22,422,True,False
675,356,246,559,True,True
676,486,384,150,False,False
677,87,166,731,True,True
678,40,31,557,False,True
679,399,225,253,True,False
680,406,313,237,True,True
681,17,229,930,True,True
682,449,296,233,False,False
683,283,276,747,False,True
684,0,161,5,True,False
685,96,271,838,False,True
686,368,435,518,True,True
687,431,34,175,False,False
688,143,279,421,True,True
689,494,330,521,False,False
690,169,387,855,True,False
691,304,405,348,False,False
692,64,5,794,True,False
693,243,148,565,False,True
694,87,458,447,True,True
695,330,100,910,True,True
696,110,78,483,False,True
697,336,251,503,False,False
698,381,427,157,True,False
699,225,54,754,True,True
700,366,76,396,False,False
701,183,326,276,True,True
702,258,216,13,False,False
703,35,28,143,False,False
704,153,192,85,True,True
705,72,225,399,False,False
706,272,36,138,False,True
707,121,279,819,False,False
708,65,306,769,True,False
709,122,347,379,True,True
710,341,183,190,False,False
711,197,302,128,False,False
712,18,236,76,True,True
713,317,97,923,True,True
714,308,238,441,False,False
715,281,392,679,True,False
716,12,8,120,False,True
717,178,4,796,True,False
718,105,366,586,True,False
719,371,173,288,True,False
720,241,336,36,False,True
721,252,153,563,True,False
722,397,462,656,False,False
723,117,9,944,True,False
724,471,368,264,False,True
725,199,248,700,True,False
726,215,78,615,False,True
727,413,479,939,False,False
728,132,422,919,True,True
729,329,437,599,False,True
730,418,450,589,False,True
731,134,240,43,True,False
732,63,101,133,True,True
733,336,453,589,False,True
734,198,107,118,True,True
735,359,222,508,True,False
736,218,321,487,True,False
737,230,345,200,True,True
738,243,141,684,False,True
739,23,459,279,False,True
740,227,416,830,True,True
741,402,266,239,True,True
742,309,111,680,True,False
743,129,211,209,True,False
744,367,233,334,True,True
745,313,430,750,True,False
746,367,15,0,False,True
747,79,358,279,False,True
748,274,487,654,True,False
749,466,418,277,True,True
750,72,20,994,False,True
751,444,247,248,True,True
752,410,302,700,True,False
753,392,224,247,True,False
754,226,476,494,True,False
755,498,300,188,True,False
756,444,58,585,False,False
757,62,101,772,True,False
758,273,15,520,False,False
759,432,442,436,True,True
760,179,322,439,False,True
761,467,452,509,False,False
762,256,356,25,False,True
763,188,337,778,False,False
764,411,479,332,True,False
765,79,52,865,True,False
766,282,47,820,True,True
767,313,442,982,True,False
768,271,498,180,False,False
769,28,171,306,False,False
770,355,412,667,False,False
771,454,254,465,False,True
772,299,411,549,False,True
773,318,367,891,True,False
774,261,429,649,True,False
775,237,50,78,False,False
776,42,149,571,False,False
777,472,233,412,False,True
778,322,211,661,False,False
779,490,233,299,False,False
780,431,449,107,True,True
781,408,386,398,False,False
782,329,348,957,True,False
783,408,314,605,False,False
784,414,38,853,True,True
785,97,358,138,False,True
786,20,322,485,True,True
787,446,436,501,True,False
788,405,271,315,True,True
789,31,320,863,True,False
790,463,198,68,True,True
791,20,480,86,False,False
792,254,159,808,True,False
793,381,190,521,False,False
794,46,397,928,True,True
795,62,63,375,True,False
796,42,375,557,False,True
797,489,430,324,True,True
798,171,176,417,True,False
799,279,183,382,False,False
800,55,360,566,True,True
801,349,279,958,False,False
802,377,134,560,False,False
803,136,130,307,True,False
804,381,95,957,True,False
805,219,169,479,True,True
806,315,493,450,False,False
807,281,455,701,False,False
808,431,479,790,False,True
809,360,424,427,False,False
810,342,240,267,False,False
811,433,173,389,True,False
812,42,205,701,False,False
813,97,79,387,True,False
814,218,327,785,True,True
815,357,224,463,False,False
816,228,465,481,False,True
817,51,292,746,False,False
818,92,296,962,True,False
819,348,151,116,True,False
820,205,454,113,False,False
821,140,65,325,True,True
822,214,106,960,False,True
823,69,458,683,True,False
824,262,139,171,False,True
825,258,475,537,True,False
826,221,190,981,False,True
827,281,479,636,True,False
828,254,96,180,False,False
829,153,488,567,True,False
830,143,151,58,True,True
831,255,421,522,True,True
832,34,462,521,False,False
833,394,209,619,True,True
834,236,370,644,False,False
835,415,144,507,True,False
836,348,311,951,False,False
837,90,294,91,False,False
838,449,192,7,True,True
839,453,193,793,False,True
840,128,439,754,True,True
841,197,148,542,True,False
842,187,468,833,False,True
843,149,374,295,False,False
844,71,287,859,True,False
845,147,422,231,True,True
846,144,371,180,False,False
847,439,390,930,True,True
848,311,444,27,True,True
849,364,449,154,True,False
850,195,10,757,True,False
851,244,213,383,True,True
852,489,22,183,True,True
853,106,392,627,True,False
854,206,236,574,False,False
855,249,328,768,True,True
856,236,251,719,False,True
857,199,265,372,False,True
858,10,293,902,False,False
859,380,383,943,True,False
860,451,313,727,True,False
861,340,343,995,False,False
862,392,165,428,False,True
863,345,30,43,True,False
864,260,397,437,False,False
865,351,453,922,False,True
866,52,303,688,True,False
867,83,369,197,True,True
868,44,335,79,False,False
869,385,156,234,False,False
870,273,484,572,False,False
871,302,225,867,False,False
872,172,142,356,True,True
873,236,294,664,False,False
874,434,61,367,False,False
875,302,98,880,False,True
876,245,53,824,True,False
877,492,167,625,False,True
878,388,179,988,True,False
879,121,159,849,True,True
880,286,182,512,False,True
881,364,476,320,False,False
882,447,384,649,True,False
883,44,475,179,False,False
884,498,165,957,True,False
885,421,201,317,False,False
886,399,68,205,False,True
887,292,323,353,False,False
888,101,243,881,False,True
889,183,428,200,True,True
890,467,362,302,False,True
891,276,172,634,False,False
892,479,70,101,True,True
893,215,454,14,False,True
894,55,495,523,True,False
895,94,139,203,True,False
896,448,17,848,True,True
897,244,46,399,False,False
898,388,256,289,True,False
899,244,302,144,True,True
900,133,83,980,True,False
901,134,434,641,False,False
902,231,260,289,True,False
903,293,498,545,True,True
904,245,267,680,True,False
905,174,20,543,False,False
906,90,96,766,True,True
907,423,238,780,True,True
908,203,187,51,True,False
909,421,201,479,True,True
910,292,205,793,False,True
911,160,96,241,True,False
912,462,376,311,False,False
913,91,188,765,False,False
914,164,459,993,True,True
915,132,234,816,True,False
916,22,136,308,False,False
917,82,56,190,False,False
918,184,173,634,False,False
919,96,415,923,True,True
920,27,488,186,False,False
921,216,175,967,False,False
922,51,347,134,True,False
923,128,344,93,True,False
924,126,370,592,False,False
925,50,453,894,False,False
926,315,100,355,True,False
927,404,471,343,True,False
928,222,383,688,True,False
929,184,433,437,False,False
930,452,166,444,True,True
931,382,216,159,True,False
932,479,410,674,True,True
933,49,177,242,False,False
934,134,351,564,True,True
935,34,441,761,False,False
936,381,496,315,True,True
937,293,192,858,True,False
938,414,339,344,False,False
939,374,362,708,False,True
940,179,327,220,True,False
941,99,13,828,False,True
942,155,231,622,False,True
943,75,355,175,False,False
944,414,350,971,True,False
945,233,103,413,False,False
946,430,237,64,False,False
947,410,12,168,False,False
948,218,463,112,False,True
949,122,95,231,True,True
950,286,74,95,False,False
951,292,11,391,True,False
952,173,153,407,False,True
953,286,249,612,False,False
954,211,128,136,False,True
955,21,54,61,True,True
956,370,190,593,True,True
957,381,85,798,False,True
958,444,2,894,False,False
959,296,146,860,True,False
960,11,148,545,True,True
961,350,169,431,True,False
962,409,207,130,True,False
963,361,472,387,True,False
964,144,172,964,False,False
965,289,275,52,False,True
966,355,219,547,False,True
967,454,360,412,False,True
968,27,90,432,False,True
969,197,178,912,True,False
970,266,419,979,False,False
971,119,425,187,False,False
972,418,425,148,False,False
973,396,402,850,False,True
974,355,313,665,False,True
975,237,320,570,True,False
976,43,170,483,False,True
977,361,489,56,True,True
978,60,472,988,True,False
979,340,418,874,False,True
980,441,230,291,True,False
981,459,190,102,True,False
982,356,184,768,True,True
983,18,459,481,False,True
984,490,17,845,True,False
985,101,216,497,True,False
986,480,301,38,False,False
987,204,95,633,False,True
988,60,45,395,False,False
989,214,118,375,True,False
990,104,54,995,False,False
991,442,494,700,True,False
992,497,255,773,True,False
993,302,460,845,True,False
994,111,362,218,True,True
995,324,254,772,True,False
996,339,141,702,False,False
997,291,454,851,True,True
998,98,4,868,False,False
999,191,403,33,True,True
1000,54,464,978,True,False
1001,19,184,782,False,False
1002,117,447,765,False,False
1003,99,100,677,True,False
1004,263,216,807,False,False
1005,469,372,327,True,True
1006,34,117,928,True,True
1007,257,254,864,False,True
1008,275,198,703,False,True
1009,8,176,555,False,False
1010,115,427,390,True,False
1011,33,375,216,False,False
1012,339,200,145,False,True
1013,211,347,256,False,True
1014,319,84,944,True,False
1015,147,99,178,True,True
1016,378,49,262,False,True
1017,51,381,94,True,False
1018,242,317,316,True,False
1019,192,138,382,False,False
1020,177,126,276,True,True
1021,8,423,784,True,True
1022,490,57,22,False,True
1023,164,382,452,False,True
1024,200,305,59,True,False
1025,314,153,193,False,True
1026,89,160,687,True,True
1027,395,334,553,False,False
1028,72,318,657,True,False
1029,165,63,635,True,False
1030,291,102,131,True,False
1031,478,186,588,True,True
1032,117,202,875,False,True
1033,292,444,798,False,True
1034,385,453,820,True,True
1035,269,417,466,False,False
1036,362,148,801,False,False
1037,266,467,721,True,False
1038,56,171,941,False,True
1039,425,471,981,False,True
1040,30,18,189,True,True
1041,379,160,936,True,False
1042,147,298,306,False,False
1043,88,132,294,False,True
1044,137,304,301,False,True
1045,149,20,885,False,False
1046,343,272,630,True,False
1047,197,53,405,True,False
1048,248,298,19,False,False
1049,408,376,96,False,False
1050,279,287,783,True,True
1051,431,139,682,True,True
1052,110,153,445,True,True
1053,469,285,780,True,True
1054,208,220,845,True,False
1055,463,377,74,False,True
1056,183,172,447,True,True
1057,41,11,746,False,False
1058,98,102,808,True,False
1059,342,193,100,True,True
1060,262,492,275,False,False
1061,110,7,429,True,True
1062,493,115,440,True,True
1063,433,386,124,True,False
1064,91,408,441,False,False
1065,480,220,815,False,False
1066,374,238,896,True,True
1067,288,211,806,False,False
1068,275,460,408,True,True
1069,195,68,200,True,True
1070,119,222,553,False,False
1071,327,208,740,True,True
1072,497,220,648,True,False
1073,423,100,940,False,False
1074,438,162,583,True,True
1075,336,418,361,True,True
1076,109,481,882,True,False
1077,321,233,584,False,True
1078,187,480,343,True,False
1079,487,393,847,True,False
1080,331,408,799,True,True
1081,241,326,982,True,False
1082,247,134,187,False,False
1083,260,145,420,True,False
1084,65,266,158,True,True
1085,486,236,69,False,False
1086,303,332,611,False,True
1087,391,81,366,True,True
1088,406,423,97,False,True
1089,480,486,177,True,True
1090,301,376,534,True,True
1091,386,35,329,True,True
1092,317,458,78,False,False
1093,272,137,861,False,True
1094,486,404,402,False,True
1095,151,195,458,True,False
1096,331,208,396,False,False
1097,332,40,163,True,True
1098,171,21,790,False,True
1099,383,456,203,True,False
1100,239,102,174,False,True
1101,171,222,303,False,True
1102,204,34,825,False,False
1103,161,453,80,False,False
1104,467,143,962,True,False
1105,64,336,774,False,False
1106,323,357,425,False,False
1107,96,31,716,False,True
1108,49,137,532,False,False
1109,180,497,332,True,False
1110,48,175,13,False,False
1111,309,255,300,True,True
1112,130,206,386,False,False
1113,440,326,833,False,True
1114,207,420,194,True,True
1115,252,245,336,False,True
1116,152,28,851,True,True
1117,141,9,327,True,True
1118,155,82,140,False,False
1119,163,211,216,False,False
1120,482,303,982,True,False
1121,109,104,284,False,True
1122,105,112,113,False,False
1123,494,459,257,False,True
1124,370,339,10,True,False
1125,230,193,883,True,False
1126,72,379,588,True,True
1127,320,214,421,True,True
1128,476,98,75,True,False
1129,399,284,320,False,False
1130,458,236,249,True,True
1131,409,331,770,True,True
1132,146,70,502,True,True
1133,357,258,750,True,False
1134,362,289,767,False,False
1135,457,163,641,False,False
1136,368,400,464,False,True
1137,490,448,458,True,False
1138,260,81,911,True,False
1139,409,183,790,False,True
1140,301,175,585,False,False
1141,369,426,659,False,False
1142,131,392,630,True,False
1143,61,358,235,True,True
1144,454,345,16,False,True
1145,445,234,192,True,False
1146,281,371,538,True,False
1147,10,319,974,False,True
1148,67,422,630,True,False
