user_id,falsehood_percentage,average_truth,can_dm,can_media_tag,created_at,default_profile,default_profile_image,description,entities,fast_followers_count,favourites_count,followers_count,friends_count,has_custom_timelines,is_translator,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids_str,possibly_sensitive,profile_image_url_https,profile_interstitial_type,screen_name,statuses_count,translator_type,verified,want_retweets,withheld_in_countries,profile_banner_url,url,verified_type,following,protected
51628084,0.5580960161797702,0.4419039838202298,False,False,Sun Jun 28 02:36:54 +0000 2009,False,False,"Gemologist, Patriota ,Amo meu Presidente Bolsonaro.","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'twitter.com/lapislazule', 'expanded_url': 'https://twitter.com/lapislazule', 'url': 'https://t.co/fZSU3VmoLk', 'indices': [0, 23]}]}}",0.0,4895.0,232.0,311.0,True,False,1.0,"Brazil,Mora em CALIFORNIA,USA",1365.0,Regina Addario 🇧🇷🇺🇸🇪🇦,232.0,['1602375018134003712'],False,https://pbs.twimg.com/profile_images/1694407624777666560/-h_9izFE_normal.jpg,,Lapislazule,54579.0,none,False,False,[],https://pbs.twimg.com/profile_banners/51628084/1693601892,https://t.co/fZSU3VmoLk,,,
52399991,0.315061052366601,0.6849389476333989,True,True,Tue Jun 30 13:54:46 +0000 2009,False,False,"Feministinha de esquerda, que desceu do muro. Palmeirense iludidíssima/ member of Niner Gang! Falo sozinha por aqui... Desculpa a bagunça desta página!","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'instagram.com/ppaulenas/', 'expanded_url': 'http://instagram.com/ppaulenas/', 'url': 'https://t.co/vAKlJ7jBu3', 'indices': [0, 23]}]}}",0.0,12260.0,473.0,844.0,True,False,9.0,,1088.0,Paulíssima,473.0,[],False,https://pbs.twimg.com/profile_images/1490995172913655815/5NUe-14k_normal.jpg,,ppaulenas,20993.0,none,False,False,[],https://pbs.twimg.com/profile_banners/52399991/1552874026,https://t.co/vAKlJ7jBu3,,,
52758458,0.3787461668078322,0.6212538331921678,True,True,Wed Jul 01 15:40:13 +0000 2009,False,False,"Já apanhei na rua, o que significa que eu tenho medo de você.","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'soundcloud.com/jgbento', 'expanded_url': 'https://soundcloud.com/jgbento', 'url': 'https://t.co/CnHSCn6avK', 'indices': [0, 23]}]}}",0.0,128646.0,668.0,602.0,True,False,3.0,"João Pessoa, PB",3583.0,BeNTO,668.0,[],False,https://pbs.twimg.com/profile_images/1775546678805659648/rg59HPKF_normal.jpg,,st_bento,64243.0,none,False,False,[],https://pbs.twimg.com/profile_banners/52758458/1567048043,https://t.co/CnHSCn6avK,,,
52911534,0.8739717663417611,0.1260282336582389,True,False,Thu Jul 02 00:42:59 +0000 2009,True,False,"CARPE DIEM1
O que se LEVA dessa VIDA é a VIDA que se LEVA.",{'description': {'urls': []}},0.0,3767.0,846.0,1167.0,True,False,0.0,Rio de Janeiro,3266.0,Hamilton  Burd,846.0,[],False,https://pbs.twimg.com/profile_images/1057470793372844039/Hh7gpk_w_normal.jpg,,Hamiburd,38783.0,none,False,False,[],,,,,
54682257,0.9967319071292876,0.0032680928707122,False,False,Tue Jul 07 21:25:10 +0000 2009,False,False,"Pedagogo (TDAH e disléxico)   
Mestre em Saúde Coletiva            
Assessor do @psolnacamara 
Membro do Conselho Curador da @fundacaolcmf","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'instagram.com/varelaalexandr…', 'expanded_url': 'https://www.instagram.com/varelaalexandre1', 'url': 'https://t.co/eFh7aPbUdL', 'indices': [0, 23]}]}}",0.0,3732.0,1473.0,1884.0,False,False,20.0,Águas Claras - DF,17.0,Alexandre VARELA,1473.0,['757561014825156608'],False,https://pbs.twimg.com/profile_images/1764020986763001856/sV3XQ41x_normal.jpg,,varelaalexandre,5593.0,none,False,False,[],https://pbs.twimg.com/profile_banners/54682257/1709573009,https://t.co/eFh7aPbUdL,,,True
54830654,0.4252592623233795,0.5747407376766205,True,True,Wed Jul 08 07:35:12 +0000 2009,True,False,"Crypto/Tech enthusiast 💻 | Embracing the future with AI tools 🤖 | Passionate about blockchain and all things innovative 🚀
https://t.co/hH1YpL8RXv","{'description': {'urls': [{'display_url': 'shorter.me/LIxm_', 'expanded_url': 'https://shorter.me/LIxm_', 'url': 'https://t.co/hH1YpL8RXv', 'indices': [122, 145]}]}, 'url': {'urls': [{'display_url': 'metacyberguru.com', 'expanded_url': 'https://www.metacyberguru.com/', 'url': 'https://t.co/hPxVnuwnHq', 'indices': [0, 23]}]}}",0.0,0.0,9203.0,0.0,True,False,82.0,United Kingdom,5422.0,Muhmmad Azhar,9203.0,['1770174962294280699'],False,https://pbs.twimg.com/profile_images/1572486952242249728/kdlbmOhs_normal.jpg,fake_account,AzharTheGreat,208053.0,none,False,False,[],https://pbs.twimg.com/profile_banners/54830654/1713097211,https://t.co/hPxVnuwnHq,,,
57510917,0.7335763967479579,0.266423603252042,True,True,Fri Jul 17 01:33:55 +0000 2009,True,False,"Cuide do seu corpo como se fosse viver para sempre; e cuide da sua alma como se fosse morrer amanhã.
Agostinho de Hipona",{'description': {'urls': []}},0.0,4606.0,175.0,926.0,True,False,0.0,"Navegantes, SC, Brasil ",1863.0,Ⓜ️.🅰️.R ᶜʳᶠ 🚩🏴,175.0,[],False,https://pbs.twimg.com/profile_images/1678650736484163584/rQjqWm7g_normal.jpg,,miloco104,18849.0,none,False,False,[],https://pbs.twimg.com/profile_banners/57510917/1689056498,,,,
58048373,0.8277642237742178,0.1722357762257822,True,False,Sat Jul 18 22:24:34 +0000 2009,True,False,"Lula2022( 48%)
sou funcionário público, ¯\_(ツ)_/¯",{'description': {'urls': []}},0.0,65506.0,2762.0,2934.0,True,False,3.0,"Canindé, Brasil",91.0,SÓ ME SIGA SE FOR LULISTA 1️⃣3️⃣,2762.0,[],False,https://pbs.twimg.com/profile_images/1630222571965763586/EZWQGi0e_normal.jpg,,landimoficial,16877.0,none,False,False,[],https://pbs.twimg.com/profile_banners/58048373/1636934306,,,,
58668131,0.6444891904671253,0.3555108095328747,False,True,Tue Jul 21 02:00:39 +0000 2009,False,False,"Jornalista, doutor em Ciência Política, professor na PUC-SP, diretor da Repórter Brasil, comentarista do Jornal da Cultura, colunista do @UOLNoticias","{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'noticias.uol.com.br/colunas/leonar…', 'expanded_url': 'https://noticias.uol.com.br/colunas/leonardo-sakamoto', 'url': 'https://t.co/HV2zYQDGeo', 'indices': [0, 23]}]}}",0.0,1769.0,503516.0,1231.0,True,False,1719.0,Brasil,906.0,Leonardo Sakamoto,503516.0,[],False,https://pbs.twimg.com/profile_images/1082484867080822785/6OBuZhyx_normal.jpg,,blogdosakamoto,10026.0,none,False,False,[],https://pbs.twimg.com/profile_banners/58668131/1649206245,https://t.co/HV2zYQDGeo,,,
61996893,0.8034182846546173,0.1965817153453827,False,True,Sat Aug 01 08:45:12 +0000 2009,True,False,https://t.co/Q8xRXF1QOW,"{'description': {'urls': [{'display_url': 'timi-dakolo.ffm.to/the-chorus-lea…', 'expanded_url': 'https://timi-dakolo.ffm.to/the-chorus-leader', 'url': 'https://t.co/Q8xRXF1QOW', 'indices': [0, 23]}]}, 'url': {'urls': [{'display_url': 'Timidakolo.com', 'expanded_url': 'http://Timidakolo.com', 'url': 'https://t.co/lYmX79zrEk', 'indices': [0, 23]}]}}",0.0,2332.0,374546.0,1059.0,True,False,179.0,Everywhere,427.0,Timi Dakolo,374546.0,['1318203250621992966'],False,https://pbs.twimg.com/profile_images/1744048249600663552/1T5De7Bb_normal.jpg,,timidakolo,16483.0,none,False,False,[],https://pbs.twimg.com/profile_banners/61996893/1704648491,https://t.co/lYmX79zrEk,,,
62052765,0.6947374179183196,0.3052625820816804,True,False,Sat Aug 01 15:20:28 +0000 2009,False,False,"Brasileiro de nascimento, de coração e de juramento!!! Pátria amada Brasil 🇧🇷",{'description': {'urls': []}},0.0,92206.0,11681.0,9429.0,True,False,33.0,USA,9495.0,Gustavo Oliveira∴ 🇧🇷,11681.0,['1584957406026813440'],False,https://pbs.twimg.com/profile_images/1580990546348281859/wQg76727_normal.png,,DrGus_Oliveira,79178.0,none,False,False,[],https://pbs.twimg.com/profile_banners/62052765/1555990563,,,,
62397043,0.4065542138802508,0.5934457861197491,False,True,Mon Aug 03 01:08:49 +0000 2009,False,False,Tem sempre uma academia perto de você.,"{'description': {'urls': []}, 'url': {'urls': [{'display_url': 'linktr.ee/smartfitoficial', 'expanded_url': 'https://linktr.ee/smartfitoficial', 'url': 'https://t.co/EJVgrooBoJ', 'indices': [0, 23]}]}}",0.0,2641.0,37630.0,4632.0,False,False,77.0,Brasil,6569.0,Smart Fit,37630.0,[],False,https://pbs.twimg.com/profile_images/937704518069911552/1STiSfEm_normal.jpg,,SmartFitoficial,65420.0,none,False,False,[],https://pbs.twimg.com/profile_banners/62397043/1647610903,https://t.co/EJVgrooBoJ,Business,,
68219264,0.7040245248512789,0.2959754751487211,False,False,Sun Aug 23 19:44:24 +0000 2009,False,False,"Prefiro mil vezes acreditar em quem prendeu corruptos,do que acreditar em quem se aliou a eles.",{'description': {'urls': []}},0.0,81826.0,733.0,1279.0,True,False,8.0,Krypton. ,4062.0,BENVINDO.,733.0,['1471566273519751183'],False,https://pbs.twimg.com/profile_images/1558881645570232324/m44XAf_i_normal.jpg,,ProfBenvindo,58952.0,none,False,False,[],https://pbs.twimg.com/profile_banners/68219264/1619543730,,,,
68505085,0.6140618134813849,0.3859381865186151,True,False,Mon Aug 24 20:51:19 +0000 2009,False,False,Quero meu Brasil de Volta!! ® 🇧🇷 🇧🇷 T. I. Cloud |#DireitaSim| #PATRIOTA| #Conservador| #wineinlounge 🚫Sem Lista SDV🚫,{'description': {'urls': []}},0.0,139314.0,10940.0,10570.0,False,False,4.0,"Fort Lauderdale, FL",3509.0,Marco Nunes  X 🇧🇷,10940.0,['1475193515344896008'],False,https://pbs.twimg.com/profile_images/1784333481754984448/cpUPQ9Kf_normal.jpg,,Marcao_Brasil,64878.0,none,False,False,[],https://pbs.twimg.com/profile_banners/68505085/1551300336,,,,
68565801,0.894078594803836,0.105921405196164,False,False,Tue Aug 25 01:06:17 +0000 2009,False,False,"✝️ CHRISTIAN
😀CONSERVATIVE 
😈ANTI-COMMUNIST 
2⃣2⃣  @jairbolsonaro GOD, FAMILY, FREEDOM",{'description': {'urls': []}},0.0,86020.0,595.0,1403.0,False,False,25.0,"Paraná, Brasil",2689.0,✝️🇧🇷𝑬𝑴𝑬𝑹𝑺𝑶𝑵🇮🇱🇺🇸🇵🇱🇯🇵🇺🇦🇭🇺🇬🇧,595.0,[],False,https://pbs.twimg.com/profile_images/1298125804086452224/EY9J1Rf__normal.jpg,,emersonboschi,40580.0,none,False,False,[],https://pbs.twimg.com/profile_banners/68565801/1602649866,,,,
75885233,0.792361542272071,0.207638457727929,False,True,Sun Sep 20 21:57:57 +0000 2009,False,False,"Empregado público federal, economista, cristão católico.",{'description': {'urls': []}},0.0,23398.0,100.0,299.0,True,False,0.0,Brasilia,81.0,Carlos Guerra,100.0,[],False,https://pbs.twimg.com/profile_images/1294816115718270976/VVnZ-22z_normal.jpg,,carlosaaguerra,2967.0,none,False,False,[],https://pbs.twimg.com/profile_banners/75885233/1541348087,,,,
